1.000000000000000000e+00,2.019000000000000000e+03,1.101000000000000000e+03,1.113000000000000000e+03,0.000000000000000000e+00,7.800000000000006928e-02,-7.799999999999998601e-02,-8.629999999999995453e-01,-8.629999999999995453e-01,1.051999999999999602e+00,8.369999999999890861e-01,-9.670000000000005258e-01,-4.725999999999999091e+00,-2.000000000000000000e+00,-4.000000000000000000e+00,-1.358999999999999986e+00,3.410000000000010800e-01,7.070000000000007390e-01,1.070000000000028706e-01,7.999999999999989342e-01,-2.599999999999980105e-02,-1.054999999999999716e+00
2.000000000000000000e+00,2.019000000000000000e+03,1.101000000000000000e+03,1.120000000000000000e+03,0.000000000000000000e+00,7.800000000000006928e-02,-7.799999999999998601e-02,2.103000000000008640e+00,2.103000000000008640e+00,1.384999999999998010e+00,2.703999999999993520e+00,-3.567000000000000171e+00,-9.591999999999998749e+00,2.900000000000002132e+00,4.165999999999996817e+00,-2.058999999999999275e+00,4.740999999999999659e+00,1.074000000000001620e+00,-1.592999999999999972e+00,-1.099999999999999645e+00,-1.793000000000000149e+00,3.677999999999997272e+00
3.000000000000000000e+00,2.019000000000000000e+03,1.101000000000000000e+03,1.124000000000000000e+03,0.000000000000000000e+00,1.650000000000000355e-01,-1.650000000000000078e-01,2.130500000000002103e+01,2.130500000000002103e+01,7.109999999999995879e+00,1.367199999999999704e+01,3.870000000000004547e-01,7.089999999999996305e-01,6.699000000000001620e+00,8.461999999999999744e+00,-2.299999999999968736e-02,8.708999999999999631e+00,3.429000000000002046e+00,4.848000000000000753e+00,2.666999999999999815e+00,-1.302999999999999936e+00,7.230000000000000426e+00
4.000000000000000000e+00,2.019000000000000000e+03,1.101000000000000000e+03,1.125000000000000000e+03,0.000000000000000000e+00,-5.499999999999982681e-02,5.499999999999999334e-02,-2.962999999999999545e+01,-2.962999999999999545e+01,-1.258100000000000307e+01,-2.246300000000000807e+01,-5.367000000000000881e+00,-1.342600000000000193e+01,9.000000000000021316e-01,8.999999999999985789e-01,-8.260000000000005116e-01,-8.926000000000001933e+00,-6.825999999999996959e+00,-2.929999999999992610e-01,-1.133000000000000895e+00,-1.660000000000000142e+00,1.710999999999998522e+00
5.000000000000000000e+00,2.019000000000000000e+03,1.101000000000000000e+03,1.133000000000000000e+03,0.000000000000000000e+00,2.020000000000000684e-01,-2.019999999999999851e-01,3.076400000000002422e+01,3.076400000000002422e+01,1.103399999999999537e+01,2.097699999999999676e+01,1.696999999999999176e+00,3.861999999999998323e+00,7.000000000000001776e+00,9.484999999999999432e+00,3.801000000000000156e+00,8.073999999999998067e+00,6.468000000000001748e+00,6.680000000000001492e+00,4.030999999999999694e+00,6.800000000000001599e-01,8.747999999999997556e+00
6.000000000000000000e+00,2.019000000000000000e+03,1.101000000000000000e+03,1.138000000000000000e+03,0.000000000000000000e+00,-1.219999999999999973e-01,1.219999999999999973e-01,-3.356299999999998818e+01,-3.356299999999998818e+01,-1.334800000000000608e+01,-3.116300000000001091e+01,-4.166999999999999815e+00,-1.759199999999999875e+01,-2.699999999999999289e+00,-4.966999999999998749e+00,-7.125999999999999446e+00,-1.252600000000000335e+01,-5.192999999999997840e+00,-4.892999999999997129e+00,-1.865999999999999659e+00,-1.993000000000000327e+00,-4.989000000000004320e+00
7.000000000000000000e+00,2.019000000000000000e+03,1.101000000000000000e+03,1.153000000000000000e+03,0.000000000000000000e+00,-2.800000000000002487e-02,2.799999999999999711e-02,-2.984999999999999432e+00,-2.984999999999999432e+00,-6.000000000000014211e-01,-6.166999999999987381e+00,-1.903000000000000469e+00,-6.194000000000002615e+00,1.190000000000033253e-01,-6.990000000000016200e-01,-2.958000000000000185e+00,2.569999999999978968e-01,-7.649999999999970157e-01,-1.519999999999974705e-01,1.182999999999999829e+00,-1.883000000000000007e+00,4.879999999999995453e-01
8.000000000000000000e+00,2.019000000000000000e+03,1.101000000000000000e+03,1.159000000000000000e+03,0.000000000000000000e+00,8.100000000000007194e-02,-8.099999999999998868e-02,4.037000000000006139e+00,4.037000000000006139e+00,3.999999999997783107e-03,2.824999999999988631e+00,-1.788000000000000256e+00,-4.622999999999997556e+00,5.819000000000000838e+00,8.514999999999997016e+00,1.740999999999999659e+00,2.862000000000001876e+00,-2.899999999999991473e-01,2.832000000000000739e+00,4.849999999999994316e-01,-1.079999999999996518e-01,6.989999999999998437e+00
9.000000000000000000e+00,2.019000000000000000e+03,1.101000000000000000e+03,1.181000000000000000e+03,0.000000000000000000e+00,-6.099999999999983213e-02,6.099999999999999867e-02,-1.969499999999999318e+01,-1.969499999999999318e+01,-9.503000000000000114e+00,-2.345700000000000784e+01,-1.387000000000000455e+00,-1.022700000000000387e+01,6.990000000000016200e-01,-4.730000000000025295e-01,-7.313000000000000611e+00,-6.161999999999999034e+00,-4.022999999999999687e+00,-3.925999999999998380e+00,-4.493999999999999773e+00,-3.753999999999997783e+00,8.429999999999999716e-01
1.000000000000000000e+01,2.019000000000000000e+03,1.101000000000000000e+03,1.192000000000000000e+03,0.000000000000000000e+00,1.970000000000000639e-01,-1.969999999999999807e-01,1.914400000000000546e+01,1.914400000000000546e+01,6.496999999999996334e+00,1.718799999999997397e+01,8.710000000000004405e-01,3.451000000000000512e+00,5.280000000000001137e+00,8.785000000000000142e+00,2.170999999999999375e+00,1.119300000000000139e+01,4.622000000000001663e+00,4.719000000000001194e+00,1.990000000000001101e+00,6.970000000000000639e-01,8.680999999999997385e+00
