2.019000000000000000e+03,1.195000000000000000e+03,4.000000000000000222e-01,5.999999999999999778e-01,5.689999999999999858e+01,5.689999999999999858e+01,2.039999999999999858e+01,4.703300000000000125e+01,7.000000000000000000e+00,1.969999999999999929e+01,9.099999999999999645e+00,1.300000000000000000e+01,7.267000000000000348e+00,2.076699999999999946e+01,1.123300000000000054e+01,1.066699999999999982e+01,5.366999999999999993e+00,2.967000000000000082e+00,1.259999999999999964e+01,3.000000000000000000e+01
2.019000000000000000e+03,1.239000000000000000e+03,3.330000000000000182e-01,6.670000000000000373e-01,5.016700000000000159e+01,5.016700000000000159e+01,1.846699999999999875e+01,4.170000000000000284e+01,4.232999999999999652e+00,1.243299999999999983e+01,9.000000000000000000e+00,1.236700000000000088e+01,7.000000000000000000e+00,1.773300000000000054e+01,8.900000000000000355e+00,9.032999999999999474e+00,4.299999999999999822e+00,3.399999999999999911e+00,1.140000000000000036e+01,3.000000000000000000e+01
2.019000000000000000e+03,1.244000000000000000e+03,1.330000000000000071e-01,8.669999999999999929e-01,1.919999999999999929e+01,1.919999999999999929e+01,7.099999999999999645e+00,1.616700000000000159e+01,1.600000000000000089e+00,4.599999999999999645e+00,3.399999999999999911e+00,5.067000000000000171e+00,3.067000000000000171e+00,6.299999999999999822e+00,4.067000000000000171e+00,3.366999999999999993e+00,1.766999999999999904e+00,9.000000000000000222e-01,4.599999999999999645e+00,3.000000000000000000e+01
2.019000000000000000e+03,1.251000000000000000e+03,8.060000000000000497e-01,1.940000000000000058e-01,1.055160000000000053e+02,1.055160000000000053e+02,3.822599999999999909e+01,8.470999999999999375e+01,1.148399999999999999e+01,3.364500000000000313e+01,1.758099999999999952e+01,2.432300000000000040e+01,1.280599999999999916e+01,3.712899999999999778e+01,1.971000000000000085e+01,1.977400000000000091e+01,9.289999999999999147e+00,3.967999999999999972e+00,2.454799999999999827e+01,3.100000000000000000e+01
2.019000000000000000e+03,1.252000000000000000e+03,7.670000000000000151e-01,2.330000000000000127e-01,1.180330000000000013e+02,1.180330000000000013e+02,4.126700000000000301e+01,9.079999999999999716e+01,1.250000000000000000e+01,3.533299999999999841e+01,2.300000000000000000e+01,3.060000000000000142e+01,1.326699999999999946e+01,3.960000000000000142e+01,2.256700000000000017e+01,2.180000000000000071e+01,1.056700000000000017e+01,4.700000000000000178e+00,2.886700000000000088e+01,3.000000000000000000e+01
2.019000000000000000e+03,1.312000000000000000e+03,6.250000000000000000e-01,3.750000000000000000e-01,8.865600000000000591e+01,8.865600000000000591e+01,3.068799999999999883e+01,7.125000000000000000e+01,8.906000000000000583e+00,2.631200000000000117e+01,1.837500000000000000e+01,2.665599999999999881e+01,1.131199999999999939e+01,3.393800000000000239e+01,1.500000000000000000e+01,1.584399999999999942e+01,7.750000000000000000e+00,4.250000000000000000e+00,2.350000000000000000e+01,3.200000000000000000e+01
2.019000000000000000e+03,1.316000000000000000e+03,4.520000000000000129e-01,5.480000000000000426e-01,6.493500000000000227e+01,6.493500000000000227e+01,2.425799999999999912e+01,5.793500000000000227e+01,6.676999999999999602e+00,2.087099999999999866e+01,9.742000000000000881e+00,1.500000000000000000e+01,1.145199999999999996e+01,2.512900000000000134e+01,1.383900000000000041e+01,1.293500000000000050e+01,6.871000000000000441e+00,4.451999999999999957e+00,1.445199999999999996e+01,3.100000000000000000e+01
2.019000000000000000e+03,1.391000000000000000e+03,1.719999999999999862e-01,8.279999999999999583e-01,2.406899999999999906e+01,2.406899999999999906e+01,8.792999999999999261e+00,2.051699999999999946e+01,2.758999999999999897e+00,7.793000000000000149e+00,3.724000000000000199e+00,5.102999999999999758e+00,3.689999999999999947e+00,8.759000000000000341e+00,4.000000000000000000e+00,3.862000000000000099e+00,1.792999999999999927e+00,1.102999999999999980e+00,4.897000000000000242e+00,2.900000000000000000e+01
2.019000000000000000e+03,1.466000000000000000e+03,2.409999999999999920e-01,7.590000000000000080e-01,3.258599999999999852e+01,3.258599999999999852e+01,1.134500000000000064e+01,2.806899999999999906e+01,3.000000000000000000e+00,9.759000000000000341e+00,6.897000000000000242e+00,1.003400000000000070e+01,5.309999999999999609e+00,1.296599999999999930e+01,5.102999999999999758e+00,6.413999999999999702e+00,3.068999999999999950e+00,1.792999999999999927e+00,8.378999999999999559e+00,2.900000000000000000e+01
2.019000000000000000e+03,1.172000000000000000e+03,7.329999999999999849e-01,2.670000000000000151e-01,1.000999999999999943e+02,1.000999999999999943e+02,3.446699999999999875e+01,8.029999999999999716e+01,1.259999999999999964e+01,3.720000000000000284e+01,1.856700000000000017e+01,2.516700000000000159e+01,1.143299999999999983e+01,3.810000000000000142e+01,1.926699999999999946e+01,1.639999999999999858e+01,7.700000000000000178e+00,3.133000000000000007e+00,2.469999999999999929e+01,3.000000000000000000e+01
2.019000000000000000e+03,1.173000000000000000e+03,6.770000000000000462e-01,3.230000000000000093e-01,9.580599999999999739e+01,9.580599999999999739e+01,3.567699999999999960e+01,7.780599999999999739e+01,9.612999999999999545e+00,2.977400000000000091e+01,1.483900000000000041e+01,2.161299999999999955e+01,1.187100000000000044e+01,3.383899999999999864e+01,2.009700000000000131e+01,1.600000000000000000e+01,6.676999999999999602e+00,3.516000000000000014e+00,2.038700000000000045e+01,3.100000000000000000e+01
2.019000000000000000e+03,1.182000000000000000e+03,6.129999999999999893e-01,3.870000000000000107e-01,9.274200000000000443e+01,9.274200000000000443e+01,3.264500000000000313e+01,7.338700000000000045e+01,1.041900000000000048e+01,3.000000000000000000e+01,1.703200000000000003e+01,2.506500000000000128e+01,1.448399999999999999e+01,3.016100000000000136e+01,1.861299999999999955e+01,1.828999999999999915e+01,9.323000000000000398e+00,4.839000000000000412e+00,2.267699999999999960e+01,3.100000000000000000e+01
2.019000000000000000e+03,1.200000000000000000e+03,3.549999999999999822e-01,6.450000000000000178e-01,4.771000000000000085e+01,4.771000000000000085e+01,1.654799999999999827e+01,3.996800000000000352e+01,4.741999999999999993e+00,1.474200000000000088e+01,9.871000000000000441e+00,1.412899999999999956e+01,7.741999999999999993e+00,1.767699999999999960e+01,8.323000000000000398e+00,8.289999999999999147e+00,3.774000000000000021e+00,2.516000000000000014e+00,1.235500000000000043e+01,3.100000000000000000e+01
2.019000000000000000e+03,1.203000000000000000e+03,2.810000000000000275e-01,7.189999999999999725e-01,3.675000000000000000e+01,3.675000000000000000e+01,1.303100000000000058e+01,3.318800000000000239e+01,3.188000000000000167e+00,1.153100000000000058e+01,7.500000000000000000e+00,1.115600000000000058e+01,5.875000000000000000e+00,1.606200000000000117e+01,6.375000000000000000e+00,7.562000000000000277e+00,3.593999999999999861e+00,2.156000000000000139e+00,1.000000000000000000e+01,3.200000000000000000e+01
2.019000000000000000e+03,1.206000000000000000e+03,5.480000000000000426e-01,4.520000000000000129e-01,7.754800000000000182e+01,7.754800000000000182e+01,2.771000000000000085e+01,6.225800000000000267e+01,7.806000000000000050e+00,2.332300000000000040e+01,1.432300000000000040e+01,2.009700000000000131e+01,1.012899999999999956e+01,2.719399999999999906e+01,1.425799999999999912e+01,1.354800000000000004e+01,6.581000000000000405e+00,3.419000000000000039e+00,1.825799999999999912e+01,3.100000000000000000e+01
2.019000000000000000e+03,1.247000000000000000e+03,3.330000000000000182e-01,6.670000000000000373e-01,4.423299999999999699e+01,4.423299999999999699e+01,1.573300000000000054e+01,3.820000000000000284e+01,5.567000000000000171e+00,1.583300000000000018e+01,7.200000000000000178e+00,1.000000000000000000e+01,7.232999999999999652e+00,1.660000000000000142e+01,8.300000000000000711e+00,8.333000000000000185e+00,4.633000000000000007e+00,2.567000000000000171e+00,1.090000000000000036e+01,3.000000000000000000e+01
2.019000000000000000e+03,1.269000000000000000e+03,3.439999999999999725e-01,6.560000000000000275e-01,5.215599999999999881e+01,5.215599999999999881e+01,1.846900000000000119e+01,3.915599999999999881e+01,5.719000000000000306e+00,1.503100000000000058e+01,9.500000000000000000e+00,1.371899999999999942e+01,6.405999999999999694e+00,1.575000000000000000e+01,1.171899999999999942e+01,8.718999999999999417e+00,3.500000000000000000e+00,1.719000000000000083e+00,1.253100000000000058e+01,3.200000000000000000e+01
2.019000000000000000e+03,1.348000000000000000e+03,5.330000000000000293e-01,4.670000000000000262e-01,7.643300000000000693e+01,7.643300000000000693e+01,2.693299999999999983e+01,6.093299999999999983e+01,6.533000000000000362e+00,2.086700000000000088e+01,1.603300000000000125e+01,2.269999999999999929e+01,1.063299999999999912e+01,2.700000000000000000e+01,1.343299999999999983e+01,1.459999999999999964e+01,7.700000000000000178e+00,4.033000000000000362e+00,1.993299999999999983e+01,3.000000000000000000e+01
